d normalized,Agassiz77,Agassiz79a,Agassiz79b,Agassiz84,Barnes_14.3_T_1975,Barnes_19.5_T_1975,Barnes_24.55_T_1975,Barnes_B4_1974,Barnes_D4_1974,Barnes_T020_1979,Barnes_T061_1977,Barnes_T081_1978,Barnes_T091_1977,Barnes_T0975_1976,CampCentury,CampIII_78,CampVI_50,DYE-3,Devon72,Devon73,Devon98,FOXX1,FOXX2,FladeIsblink06,GISP2,GRIP,GULL,HansTausen_Dome,HansTausen_Hare,Isua_10,Isua_11,Isua_12,Isua_13,Isua_14,Isunnguata_13km-10,Isunnguata_27km-11A,Isunnguata_27km-11B,Isunnguata_27km-11C,Isunnguata_27km-12A,Isunnguata_27km-12B,Isunnguata_27km-12C,Isunnguata_33km_14N,Isunnguata_33km_14SA,Isunnguata_33km_14SB,Isunnguata_33km_14W,Isunnguata_33km_15CA,Isunnguata_33km_15CB,Isunnguata_33km_15E,Isunnguata_33km_15N,Isunnguata_33km_15S,Isunnguata_46km-11A,Isunnguata_46km-11B,Isunnguata_M1-10,Isunnguata_M2-10B,Jakobshavn89A,Jakobshavn89B,Jakobshavn95D_I1,Jakobshavn95D_I2,Jakobshavn95D_T3,Jakobshavn95D_T4,Jakobshavn95D_T5,Laika_75a,Laika_75b,Laika_75c,Laika_75d,Laika_75e,Meighen67,NEEM,NGRIP,Penny96,PrinceWales05,Renland88,SiteII,StationCentrale,Store_R29,Store_R30_BH19c,Store_S30,TD1_88,TD2_88,TD3_88,TD4_91a,TD4_91b,TD5_90,TD5_91,Tuto_D-11
0.2400,-23.4572,-21.8071,-21.8060,-21.4505,NaN,-4.5798,NaN,-8.9321,-10.1380,-8.2528,-10.0195,-10.1569,-9.9876,-10.2091,-24.2615,NaN,NaN,-19.9447,-22.9891,-22.8925,-22.5194,NaN,NaN,-17.2782,-31.0851,-31.4262,NaN,-19.9135,-13.5284,-3.3096,-3.5189,NaN,-2.7540,-2.8483,-3.2152,NaN,-2.9630,-3.5680,-4.5204,-5.3870,-4.9252,-8.1046,-10.8048,NaN,-11.8093,-11.6846,NaN,-11.8100,-11.6274,-10.4679,-12.0548,-12.1754,-0.0038,0.0001,-16.0985,-19.2874,NaN,NaN,-17.8110,NaN,NaN,-6.3297,-4.0645,-1.7702,-3.9306,-10.7462,-17.0379,-29.0273,-31.7014,-12.7500,-21.2956,-18.4265,NaN,NaN,-14.9968,-18.3470,-16.1355,-1.1472,-2.1802,-0.0120,-6.0630,-6.0511,-14.2984,-14.3984,-11.5168
0.2500,-23.4017,-21.7812,-21.7694,-21.4154,NaN,-4.4250,-4.5707,-8.8845,-10.1079,-8.1823,-9.9735,-10.1214,-9.9606,-10.1888,-24.2228,NaN,NaN,-19.9074,-22.9653,-22.8751,-22.4971,NaN,NaN,-17.3260,-31.1094,-31.4538,NaN,-19.8621,-13.4012,-3.2988,-3.4418,-3.7966,-2.7150,-2.8434,-3.2147,NaN,-3.0428,-3.6023,-4.5485,-5.5315,-4.9743,-8.2410,-10.7961,NaN,-11.7997,-11.6900,NaN,-11.8203,-11.6300,-10.6035,-12.0461,-12.4174,-0.0056,0.0067,-16.3429,-19.4631,NaN,NaN,-18.0086,NaN,NaN,-6.1063,-3.8733,-1.7478,-3.8613,-10.6830,-17.0266,-29.0343,-31.7422,-12.7500,-21.2897,-18.4153,NaN,NaN,-15.1666,-18.5280,-16.3417,-1.2000,-2.0970,-0.0145,-6.0236,-6.0115,-14.8865,-14.9865,-11.5109
0.2600,-23.3535,-21.7520,-21.7326,-21.3835,NaN,-4.2759,-4.4065,-8.8369,-10.0761,-8.1116,-9.9259,-10.0854,-9.9329,-10.1687,-24.1814,NaN,NaN,-19.8736,-22.9378,-22.8567,-22.4672,NaN,NaN,-17.3600,-31.1374,-31.4841,NaN,-19.8106,-13.2764,-3.2864,-3.3695,-3.7831,-2.6801,-2.8418,-3.2448,NaN,-3.1066,-3.6354,-4.6123,-5.5885,-5.0330,-8.4052,-10.7845,NaN,-11.7717,-11.6900,NaN,-11.8466,-11.6300,-10.6473,-12.0647,-12.6742,-0.0073,0.0195,-16.5763,-19.6358,NaN,NaN,-18.2011,NaN,NaN,-5.8888,-3.6973,-1.7155,-3.7980,-10.6212,-17.0152,-29.0424,-31.7836,-12.7500,-21.2816,-18.4026,NaN,NaN,-15.4284,-18.7113,-16.5472,-1.2576,-2.0291,-0.0173,-5.9833,-5.9710,-15.4473,-15.5473,-11.5014
0.2700,-23.3023,-21.7155,-21.6951,-21.3562,NaN,-4.1261,-4.2472,-8.7897,-10.0428,-8.0437,-9.8759,-10.0496,-9.9045,-10.1486,-24.1346,NaN,NaN,-19.8445,-22.9085,-22.8354,-22.4314,NaN,NaN,-17.3557,-31.1701,-31.5181,NaN,-19.7591,-13.1531,-3.2723,-3.3028,-3.7638,-2.6382,-2.8400,-3.3859,NaN,-3.1597,-3.6730,-4.6771,-5.5024,-5.1211,-8.5739,-10.7711,NaN,-11.7510,-11.6900,NaN,-11.8779,-11.6300,-10.6671,-12.1019,-12.8492,-0.0090,0.0355,-16.8001,-19.8106,NaN,NaN,-18.3880,NaN,NaN,-5.6784,-3.5312,-1.6621,-3.7366,-10.5608,-17.0036,-29.0510,-31.8269,-12.7500,-21.2722,-18.3882,NaN,NaN,-16.1049,-18.8740,-16.7520,-1.3217,-2.0000,-0.0204,-5.9425,-5.9300,-15.9556,-16.0556,-11.4883
0.2800,-23.2394,-21.6746,-21.6580,-21.3305,NaN,-3.9738,-4.0932,-8.7425,-10.0082,-7.9840,-9.8222,-10.0135,-9.8758,-10.1288,-24.0873,NaN,NaN,-19.8350,-22.8802,-22.8119,-22.4077,NaN,NaN,-17.3546,-31.2063,-31.5572,NaN,-19.7077,-13.0314,-3.2570,-3.2411,-3.7395,-2.5843,-2.8328,-3.4555,NaN,-3.2092,-3.7127,-4.7021,-5.3759,-5.1904,-8.7207,-10.7569,NaN,-11.7500,-11.6900,NaN,-11.9152,-11.6368,-10.6832,-12.4424,-12.9898,-0.0104,0.0523,-17.0140,-19.9870,NaN,NaN,-18.5684,NaN,NaN,-5.4761,-3.3714,-1.5888,-3.6735,-10.5020,-16.9922,-29.0598,-31.8725,-12.7500,-21.2624,-18.3724,NaN,NaN,-17.1179,-19.0382,-16.9562,-1.3896,-2.0089,-0.0237,-5.9013,-5.8887,-16.3841,-16.4841,-11.4734
0.2900,-23.1778,-21.6328,-21.6227,-21.3028,NaN,-3.8296,-3.9450,-8.6955,-9.9726,-7.9333,-9.7661,-9.9772,-9.8467,-10.1091,-24.0451,NaN,NaN,-19.8292,-22.8537,-22.7858,-22.3942,NaN,NaN,-17.3838,-31.2467,-31.5985,NaN,-19.6562,-12.9113,-3.2405,-3.1861,-3.7105,-2.5243,-2.7687,-3.4865,NaN,-3.2562,-3.7461,-4.7131,-5.3344,-5.1966,-8.8462,-10.7418,NaN,-11.7500,-11.6900,NaN,-11.9605,-11.6627,-10.7052,-12.8857,-13.1228,-0.0115,0.0669,-17.2211,-20.1668,NaN,NaN,-18.7402,NaN,NaN,-5.2829,-3.2127,-1.5058,-3.6047,-10.4447,-16.9813,-29.0688,-31.9181,-12.7493,-21.2523,-18.3545,NaN,NaN,-17.5012,-19.1859,-17.1597,-1.4585,-2.0311,-0.0272,-5.8593,-5.8460,-16.7171,-16.8172,-11.4563
0.3000,-23.1163,-21.5937,-21.5896,-21.2676,NaN,-3.6988,-3.8020,-8.6486,-9.9361,-7.8868,-9.7076,-9.9408,-9.8173,-10.0894,-24.0104,NaN,NaN,-19.8066,-22.8267,-22.7558,-22.3686,NaN,NaN,-17.3946,-31.2905,-31.6415,NaN,-19.6045,-12.7919,-3.2232,-3.1350,-3.6775,-2.4568,-2.6561,-3.5145,NaN,-3.2931,-3.7657,-4.7227,-5.4349,-5.1767,-8.9620,-10.7217,NaN,-11.7500,-11.6900,NaN,-11.9979,-11.6864,-10.7314,-13.0302,-13.2432,-0.0120,0.0771,-17.4206,-20.3467,NaN,NaN,-18.9061,NaN,NaN,-5.1003,-3.0499,-1.4253,-3.5264,-10.3890,-16.9709,-29.0776,-31.9646,-12.7449,-21.2397,-18.3338,NaN,NaN,-17.7365,-19.3491,-17.3625,-1.5255,-2.0590,-0.0310,-5.8160,-5.8016,-17.0110,-17.1129,-11.4380
0.3100,-23.0551,-21.5559,-21.5580,-21.2186,NaN,-3.5916,-3.6655,-8.6019,-9.8991,-7.8429,-9.6465,-9.9041,-9.7879,-10.0699,-23.9792,NaN,NaN,-19.7838,-22.7969,-22.7182,-22.3374,NaN,NaN,-17.3899,-31.3373,-31.6900,NaN,-19.5528,-12.6752,-3.2051,-3.0855,-3.6409,-2.3824,-2.5349,-3.6152,NaN,-3.3127,-3.7672,-4.7399,-5.5837,-5.1457,-9.0716,-10.6996,NaN,-11.7357,-11.6900,NaN,-12.0253,-11.6869,-10.7487,-13.1011,-13.3689,-0.0115,0.0799,-17.6128,-20.5251,NaN,NaN,-19.0637,NaN,NaN,-4.9286,-2.8723,-1.3573,-3.4398,-10.3350,-16.9615,-29.0853,-32.0126,-12.7372,-21.2252,-18.3084,NaN,NaN,-17.8873,-19.4732,-17.5647,-1.5880,-2.0842,-0.0350,-5.7713,-5.7557,-17.2822,-17.3872,-11.4187
0.3200,-23.0018,-21.5185,-21.5277,-21.1627,NaN,-3.5202,-3.5366,-8.5553,-9.8620,-7.7991,-9.5847,-9.8673,-9.7586,-10.0507,-23.9474,NaN,NaN,-19.7676,-22.7623,-22.6767,-22.3139,NaN,NaN,-17.3808,-31.3873,-31.7347,NaN,-19.5013,-12.5596,-3.1866,-3.0385,-3.6013,-2.2879,-2.4448,-3.5882,NaN,-3.3106,-3.7626,-4.7729,-5.6750,-5.1125,-9.1756,-10.6791,NaN,-11.6888,-11.6900,NaN,-12.0489,-11.6688,-10.7500,-13.1364,-13.5560,-0.0096,0.0757,-17.7979,-20.7003,NaN,-18.4612,-19.2123,NaN,NaN,-4.7689,-2.6817,-1.3078,-3.3496,-10.2827,-16.9532,-29.0910,-32.0589,-12.7270,-21.2095,-18.2785,NaN,NaN,-18.0204,-19.6021,-17.7661,-1.6430,-2.0988,-0.0392,-5.7254,-5.7083,-17.5326,-17.6409,-11.3997
0.3300,-22.9356,-21.4834,-21.4999,-21.1126,NaN,-3.4269,-3.4147,-8.5090,-9.8250,-7.7546,-9.5215,-9.8304,-9.7292,-10.0316,-23.9142,NaN,NaN,-19.7617,-22.7241,-22.6362,-22.2868,NaN,NaN,-17.3685,-31.4394,-31.7817,NaN,-19.4498,-12.4470,-3.1679,-2.9938,-3.5593,-2.1606,-2.3714,-3.5800,NaN,-3.2947,-3.7547,-4.8154,-5.7361,-5.0846,-9.2747,-10.6594,NaN,-11.6397,-11.6900,NaN,-12.0599,-11.6437,-10.7500,-13.1489,-13.7562,-0.0064,0.0668,-17.9754,-20.8692,NaN,-18.6905,-19.3515,NaN,NaN,-4.6243,-2.4901,-1.2689,-3.2608,-10.2325,-16.9458,-29.0950,-32.1050,-12.7147,-21.1930,-18.2445,NaN,NaN,-18.2000,-19.7289,-17.9669,-1.6878,-2.0958,-0.0437,-5.6782,-5.6596,-17.7641,-17.8752,-11.3803
0.3400,-22.8514,-21.4502,-21.4755,-21.0779,NaN,-3.2905,-3.2995,-8.4627,-9.7881,-7.7111,-9.4586,-9.7929,-9.6993,-10.0127,-23.8813,NaN,NaN,-19.7556,-22.6840,-22.5968,-22.2535,NaN,NaN,-17.3494,-31.4937,-31.8350,NaN,-19.3984,-12.3407,-3.1491,-2.9533,-3.5154,-2.0682,-2.3002,-3.7214,NaN,-3.2696,-3.7446,-4.8582,-5.7772,-5.0704,-9.3789,-10.6391,NaN,-11.6117,-11.6888,NaN,-12.0331,-11.6204,-10.7500,-13.1630,-13.8042,-0.0023,0.0547,-18.1479,-21.0334,NaN,-18.9067,-19.4804,NaN,NaN,-4.4929,-2.3103,-1.2346,-3.1786,-10.1842,-16.9391,-29.0972,-32.1494,-12.7014,-21.1770,-18.2079,NaN,NaN,-18.4903,-19.8618,-18.1719,-1.7216,-2.0768,-0.0484,-5.6299,-5.6096,-17.9783,-18.0906,-11.3586
0.3500,-22.7881,-21.4188,-21.4519,-21.0534,NaN,-3.1435,-3.1897,-8.4164,-9.7518,-7.6678,-9.3961,-9.7555,-9.6691,-9.9939,-23.8454,NaN,NaN,-19.7316,-22.6435,-22.5578,-22.2194,NaN,NaN,-17.3124,-31.5499,-31.8886,NaN,-19.3469,-12.2391,-3.1305,-2.9169,-3.4700,-2.0505,-2.2333,-3.7329,NaN,-3.2396,-3.7330,-4.8914,-5.7803,-5.1197,-9.5013,-10.6175,NaN,-11.5909,-11.6721,NaN,-11.9760,-11.5914,-10.7500,-13.3248,-13.7878,0.0023,0.0410,-18.3151,-21.1898,NaN,-19.1083,-19.5973,NaN,NaN,-4.3719,-2.1556,-1.2029,-3.1088,-10.1377,-16.9327,-29.0967,-32.1899,-12.6781,-21.1612,-18.1693,NaN,NaN,-19.1181,-19.9756,-18.3953,-1.7497,-2.0500,-0.0533,-5.5803,-5.5585,-18.1752,-18.2863,-11.3345
0.3600,-22.7325,-21.3886,-21.4252,-21.0324,NaN,-3.0146,-3.0847,-8.3701,-9.7163,-7.6250,-9.3336,-9.7179,-9.6388,-9.9753,-23.8034,NaN,NaN,-19.6973,-22.6016,-22.5189,-22.1862,NaN,NaN,-17.2648,-31.6061,-31.9444,NaN,-19.2954,-12.1406,-3.1123,-2.8858,-3.4160,-2.0449,-2.1710,-3.7584,NaN,-3.2078,-3.7143,-4.9057,-5.7390,-5.2491,-9.6311,-10.5958,NaN,-11.5686,-11.6464,NaN,-11.9404,-11.5668,-10.7500,-13.6760,-13.7604,0.0071,0.0276,-18.4770,-21.3366,NaN,-19.2997,-19.7040,NaN,NaN,-4.2593,-2.0398,-1.1708,-3.0502,-10.0927,-16.9263,-29.0924,-32.2303,-12.6385,-21.1450,-18.1291,NaN,NaN,-19.4783,-20.0787,-18.6339,-1.7739,-2.0232,-0.0585,-5.5296,-5.5064,-18.3608,-18.4673,-11.3066
0.3700,-22.6766,-21.3589,-21.3905,-21.0115,NaN,-2.9325,-2.9841,-8.3243,-9.6815,-7.5832,-9.2732,-9.6792,-9.6084,-9.9569,-23.7510,NaN,NaN,-19.6785,-22.5579,-22.4807,-22.1565,NaN,NaN,-17.2159,-31.6642,-31.9996,-8.3009,-19.2440,-12.0416,-3.0927,-2.8610,-3.3478,-2.0417,-2.1144,-3.8236,NaN,-3.1661,-3.6878,-4.8962,-5.6804,-5.3294,-9.7394,-10.5710,NaN,-11.5371,-11.6229,NaN,-11.9532,-11.5600,-10.7500,-13.7737,-13.6955,0.0116,0.0160,-18.6339,-21.4723,NaN,-19.4792,NaN,NaN,NaN,-4.1539,-1.9654,-1.1389,-2.9958,-10.0490,-16.9195,-29.0840,-32.2665,-12.5919,-21.1283,-18.0890,NaN,NaN,-19.7056,-20.1744,-18.8838,-1.7955,-2.0042,-0.0639,-5.4777,-5.4533,-18.5342,-18.6321,-11.2745
0.3800,-22.5952,-21.3310,-21.3485,-20.9877,NaN,-2.8616,-2.8873,-8.2786,-9.6464,-7.5414,-9.2146,-9.6400,-9.5782,-9.9386,-23.6898,NaN,NaN,-19.6761,-22.5116,-22.4442,-22.1254,NaN,NaN,-17.1666,-31.7211,-32.0541,-8.9359,-19.1925,-11.9420,-3.0704,-2.8422,-3.2689,-2.0380,-2.0652,-3.8721,NaN,-3.1148,-3.6564,-4.8767,-5.6296,-5.3185,-9.8102,-10.5395,NaN,-11.4969,-11.6027,NaN,-11.9818,-11.5600,-10.7603,-13.6760,-13.6121,0.0155,0.0075,-18.7856,-21.5941,NaN,-19.6472,NaN,NaN,NaN,-4.0543,-1.9192,-1.1083,-2.9440,-10.0063,-16.9122,-29.0713,-32.2985,-12.5487,-21.1112,-18.0492,NaN,NaN,-19.8711,-20.2782,-19.1407,-1.8158,-2.0062,-0.0695,-5.4248,-5.3994,-18.6866,-18.7733,-11.2407
0.3900,-22.5115,-21.3034,-21.3064,-20.9623,NaN,-2.7781,-2.7938,-8.2330,-9.6109,-7.5002,-9.1556,-9.6000,-9.5479,-9.9205,-23.6237,NaN,NaN,-19.6705,-22.4608,-22.4069,-22.0927,NaN,NaN,-17.1129,-31.7780,-32.1071,-9.5194,-19.1410,-11.8384,-3.0465,-2.8285,-3.1826,-2.0310,-2.0241,-3.8126,NaN,-3.0581,-3.6232,-4.8672,-5.5710,-5.2911,-9.8661,-10.4990,NaN,-11.4540,-11.5795,NaN,-11.9998,-11.5600,-10.7889,-13.5721,-13.6100,0.0184,-0.0004,-18.9343,-21.7029,NaN,-19.8040,NaN,NaN,NaN,-3.9594,-1.8841,-1.0789,-2.8956,-9.9643,-16.9038,-29.0535,-32.3254,-12.5180,-21.0936,-18.0112,NaN,NaN,-19.9997,-20.3792,-19.4005,-1.8360,-2.0758,-0.0754,-5.3709,-5.3448,-18.8189,-18.8934,-11.2051
0.4000,-22.4308,-21.2743,-21.2710,-20.9363,NaN,-2.6884,-2.7030,-8.1875,-9.5752,-7.4606,-9.0971,-9.5590,-9.5176,-9.9026,-23.5562,NaN,NaN,-19.6589,-22.4084,-22.3658,-22.0596,NaN,NaN,-17.0562,-31.8335,-32.1583,-10.0511,-19.0896,-11.7289,-3.0218,-2.8179,-3.0924,-1.9859,-1.9938,-3.7377,NaN,-2.9983,-3.5882,-4.8891,-5.5297,-5.2637,-9.9234,-10.4552,NaN,-11.4119,-11.5454,NaN,-11.9819,-11.5598,-10.8094,-13.5177,-13.6941,0.0198,-0.0082,-19.0798,-21.7986,NaN,-19.9501,NaN,NaN,NaN,-3.8680,-1.8564,-1.0495,-2.8514,-9.9228,-16.8949,-29.0301,-32.3456,-12.5100,-21.0755,-17.9733,NaN,NaN,-20.1215,-20.4475,-19.6589,-1.8576,-2.1649,-0.0814,-5.3160,-5.2897,-18.9384,-18.9998,-11.1697
0.4100,-22.3547,-21.2424,-21.2420,-20.9104,NaN,-2.5964,-2.6145,-8.1422,-9.5394,-7.4219,-9.0380,-9.5181,-9.4876,NaN,-23.4923,NaN,NaN,-19.6473,-22.3591,-22.3204,-22.0252,NaN,NaN,-16.9978,-31.8862,-32.2059,-10.5114,-19.0381,-11.6111,-2.9974,-2.8091,-3.0016,-1.8567,-1.9720,-3.8962,NaN,-2.9327,-3.5482,-4.9262,-5.5320,-5.2411,-9.9993,-10.4077,NaN,-11.3684,-11.4852,NaN,-11.9349,-11.5483,-10.8020,-13.4790,-13.7477,0.0198,-0.0157,-19.2221,-21.8950,NaN,-20.0845,NaN,NaN,NaN,-3.7786,-1.8314,-1.0200,-2.8123,-9.8815,-16.8855,-28.9999,-32.3599,-12.5100,-21.0570,-17.9357,NaN,NaN,-20.2636,-20.5192,-19.9118,-1.8818,-2.2000,-0.0877,-5.2600,-5.2340,-19.0526,-19.1007,-11.1344
0.4200,-22.2908,-21.2078,-21.2155,-20.8851,NaN,-2.5040,-2.5274,-8.0971,-9.5039,-7.3840,-8.9796,-9.4769,-9.4578,NaN,-23.4297,NaN,NaN,-19.6359,-22.3158,-22.2716,-21.9891,NaN,NaN,-16.9370,-31.9372,-32.2506,-10.8838,-18.9866,-11.4821,-2.9745,-2.8010,-2.9137,-1.7013,-1.9484,-4.0289,NaN,-2.8590,-3.5039,-4.9446,-5.5620,-5.2184,-10.0884,-10.3509,NaN,-11.3252,-11.4168,NaN,-11.8844,-11.5255,-10.7784,-13.5099,-13.6522,0.0191,-0.0221,-19.3616,-21.9902,-19.8841,-20.2103,NaN,NaN,NaN,-3.6900,-1.8045,-0.9892,-2.7789,-9.8401,-16.8761,-28.9625,-32.3680,-12.5100,-21.0379,-17.8976,NaN,NaN,-20.4546,-20.5863,-20.1550,-1.9102,-2.2000,-0.0942,-5.2032,-5.1779,-19.1685,-19.2034,-11.1010
0.4300,-22.2261,-21.1730,-21.1878,-20.8601,NaN,-2.4142,-2.4405,-8.0520,-9.4688,-7.3455,-8.9214,-9.4350,-9.4282,NaN,-23.3664,NaN,NaN,-19.6164,-22.2752,-22.2212,-21.9529,NaN,-5.5926,-16.8731,-31.9836,-32.2901,-11.1633,-18.9352,-11.3321,-2.9541,-2.7921,-2.8320,-1.5778,-1.9117,-4.0401,NaN,-2.7827,-3.4563,-4.9349,-5.5879,-5.1960,-10.1680,-10.3130,NaN,-11.2857,-11.3621,NaN,-11.8437,-11.4992,-10.7527,-13.7256,-13.5137,0.0177,-0.0269,-19.4982,-22.0792,-20.0949,-20.3264,NaN,NaN,NaN,-3.6012,-1.7709,-0.9569,-2.7521,-9.7984,-16.8670,-28.9181,-32.3667,-12.5100,-21.0180,-17.8584,NaN,NaN,-20.7671,-20.6623,-20.3843,-1.9477,NaN,-0.1011,-5.1454,-5.1216,-19.2947,-19.3169,-11.0690
0.4400,-22.1358,-21.1385,-21.1564,-20.8349,NaN,-2.3239,-2.3540,-8.0072,-9.4343,-7.3056,-8.8629,-9.3936,-9.3985,NaN,-23.3018,NaN,NaN,-19.6119,-22.2319,-22.1697,-21.9167,NaN,-6.0519,-16.8070,-32.0258,-32.3252,-11.3395,-18.8837,-11.1578,-2.9374,-2.7812,-2.7599,-1.5275,-1.8365,-3.9053,NaN,-2.7089,-3.4069,-4.9114,-5.5791,-5.1772,-10.2238,-10.3100,NaN,-11.2499,-11.3217,NaN,-11.8021,-11.4667,-10.7349,-13.8628,-13.5057,0.0158,-0.0296,-19.6337,-22.1594,-20.2878,-20.4334,NaN,NaN,NaN,-3.5099,-1.7275,-0.9242,NaN,-9.7562,-16.8583,-28.8646,-32.3563,-12.5100,-20.9979,-17.8183,NaN,NaN,-20.8232,-20.7193,-20.5956,-1.9922,NaN,-0.1139,-5.0868,-5.0651,-19.4379,-19.4482,-11.0412
0.4500,-22.0458,-21.1044,-21.1226,-20.8086,NaN,-2.2327,-2.2690,-7.9623,-9.4005,-7.2640,-8.8053,-9.3523,-9.3688,NaN,-23.2372,NaN,NaN,-19.6197,-22.1800,-22.1161,-21.8805,NaN,-6.4886,-16.7384,-32.0623,-32.3542,-11.4611,-18.8322,-10.9699,-2.9254,-2.7669,-2.7008,-1.4993,-1.7347,-3.9825,NaN,-2.6394,-3.3553,-4.8787,-5.5340,-5.1559,-10.2733,-10.3100,NaN,-11.2092,-11.2810,NaN,-11.7556,-11.4259,-10.7180,-13.6336,-13.5617,0.0136,-0.0298,-19.7681,-22.2254,-20.4636,-20.5315,NaN,NaN,NaN,-3.4157,-1.6548,-0.8911,NaN,-9.7132,-16.8504,-28.8021,-32.3359,-12.5100,-20.9773,-17.7762,NaN,NaN,-20.8496,-20.7791,-20.7847,-2.0402,NaN,-0.1348,-5.0273,-5.0086,-19.6057,-19.6054,-11.0174
0.4600,-21.9585,-21.0702,-21.0878,-20.7802,NaN,-2.1425,-2.1866,-7.9176,-9.3678,-7.2191,-8.7483,-9.3108,-9.3392,NaN,-23.1709,NaN,NaN,-19.5983,-22.1193,-22.0622,-21.8446,NaN,-6.9039,-16.6662,-32.0923,-32.3752,-11.5516,-18.7808,-10.7745,-2.9197,-2.7470,-2.6523,-1.4779,-1.6358,-4.0779,NaN,-2.5713,-3.2994,-4.8428,-5.4735,-5.1205,-10.3055,-10.3100,NaN,-11.1494,-11.2250,NaN,-11.6991,-11.3838,-10.6930,-13.3063,-13.5906,0.0111,-0.0283,-19.9016,-22.2729,-20.6230,-20.6211,NaN,NaN,NaN,-3.3182,-1.5322,-0.8568,NaN,-9.6689,-16.8429,-28.7303,-32.3043,-12.5098,-20.9562,-17.7325,NaN,NaN,-20.8616,-20.8261,-20.9474,-2.0877,NaN,-0.1626,-4.9662,-4.9508,-19.8766,-19.8718,-10.9972
0.4700,-21.8761,-21.0362,-21.0535,-20.7504,NaN,-2.0562,-2.1079,-7.8733,-9.3362,-7.1721,-8.6913,-9.2702,-9.3096,NaN,-23.0973,NaN,NaN,-19.5868,-22.0584,-22.0107,-21.8084,NaN,-7.2972,-16.5916,-32.1152,-32.3891,-11.6268,-18.7293,-10.5792,-2.9192,-2.7054,-2.6090,-1.4552,-1.5671,-4.1268,NaN,-2.5047,-3.2366,-4.8082,-5.4009,-5.0373,-10.3100,-10.3053,NaN,-11.0623,-11.1460,NaN,-11.6333,-11.3455,-10.6043,-13.2866,-13.5457,0.0085,-0.0257,-20.0343,-22.2975,-20.7654,-20.7019,NaN,NaN,NaN,-3.2164,-1.3687,-0.8199,NaN,-9.6221,-16.8356,-28.6466,-32.2604,-12.5089,-20.9346,-17.6860,NaN,NaN,-20.8682,-20.8783,-21.0795,-2.1313,NaN,-0.1956,-4.9000,-4.8901,-20.1936,-20.1907,-10.9805
